# id   # size    # up frames            # right frames         # down frames          # left frames          # speed   # key frames # name
-----------------------------------------------------------------------------------------------------------------------------------------------
100990 | 24,32   | 111890,111880,111900 | 111920,111910,111930 | 111950,111940,111960 | 111980,111970,111990 | 0.2     | 0,0,0,0    | 
101000 | 24,32   | 112010,112000,112020 | 112040,112030,112050 | 112070,112060,112080 | 112100,112090,112110 | 0.2     | 0,0,0,0    | 
101010 | 24,32   | 112130,112120,112140 | 112160,112150,112170 | 112190,112180,112200 | 112220,112210,112230 | 0.2     | 0,0,0,0    | 
101020 | 24,32   | 112250,112240,112260 | 112280,112270,112290 | 112310,112300,112320 | 112340,112330,112350 | 0.2     | 0,0,0,0    | 
101030 | 24,32   | 112370,112360,112380 | 112400,112390,112410 | 112430,112420,112440 | 112460,112450,112470 | 0.2     | 0,0,0,0    | 
101040 | 24,32   | 112490,112480,112500 | 112520,112510,112530 | 112550,112540,112560 | 112580,112570,112590 | 0.2     | 0,0,0,0    | 
101050 | 24,32   | 112610,112600,112620 | 112640,112630,112650 | 112670,112660,112680 | 112700,112690,112710 | 0.2     | 0,0,0,0    | 
101060 | 24,32   | 112730,112720,112740 | 112760,112750,112770 | 112790,112780,112800 | 112820,112810,112830 | 0.2     | 0,0,0,0    | 
101070 | 24,32   | 112850,112840,112860 | 112880,112870,112890 | 112910,112900,112920 | 112940,112930,112950 | 0.2     | 0,0,0,0    | 
101080 | 24,32   | 112970,112960,112980 | 113000,112990,113010 | 113030,113020,113040 | 113060,113050,113070 | 0.2     | 0,0,0,0    | 
101090 | 24,32   | 113090,113080,113100 | 113120,113110,113130 | 113150,113140,113160 | 113180,113170,113190 | 0.2     | 0,0,0,0    | 
101100 | 24,32   | 113210,113200,113220 | 113240,113230,113250 | 113270,113260,113280 | 113300,113290,113310 | 0.2     | 0,0,0,0    | 
101110 | 24,32   | 113330,113320,113340 | 113360,113350,113370 | 113390,113380,113400 | 113420,113410,113430 | 0.2     | 0,0,0,0    | 
101120 | 24,32   | 113450,113440,113460 | 113480,113470,113490 | 113510,113500,113520 | 113540,113530,113550 | 0.2     | 0,0,0,0    | 
101130 | 24,32   | 113570,113560,113580 | 113600,113590,113610 | 113630,113620,113640 | 113660,113650,113670 | 0.2     | 0,0,0,0    | 
101140 | 24,32   | 113690,113680,113700 | 113720,113710,113730 | 113750,113740,113760 | 113780,113770,113790 | 0.2     | 0,0,0,0    | 
101150 | 24,32   | 113810,113800,113820 | 113840,113830,113850 | 113870,113860,113880 | 113900,113890,113910 | 0.2     | 0,0,0,0    | 
101160 | 24,32   | 113930,113920,113940 | 113960,113950,113970 | 113990,113980,114000 | 114020,114010,114030 | 0.2     | 0,0,0,0    | 
101170 | 24,32   | 114050,114040,114060 | 114080,114070,114090 | 114110,114100,114120 | 114140,114130,114150 | 0.2     | 0,0,0,0    | 
101180 | 24,32   | 114170,114160,114180 | 114200,114190,114210 | 114230,114220,114240 | 114260,114250,114270 | 0.2     | 0,0,0,0    | 
101190 | 24,32   | 114290,114280,114300 | 114320,114310,114330 | 114350,114340,114360 | 114380,114370,114390 | 0.2     | 0,0,0,0    | 
101200 | 24,32   | 114410,114400,114420 | 114440,114430,114450 | 114470,114460,114480 | 114500,114490,114510 | 0.2     | 0,0,0,0    | 
101210 | 24,32   | 114530,114520,114540 | 114560,114550,114570 | 114590,114580,114600 | 114620,114610,114630 | 0.2     | 0,0,0,0    | 
101220 | 24,32   | 114650,114640,114660 | 114680,114670,114690 | 114710,114700,114720 | 114740,114730,114750 | 0.2     | 0,0,0,0    | 
101230 | 24,32   | 114770,114760,114780 | 114800,114790,114810 | 114830,114820,114840 | 114860,114850,114870 | 0.2     | 0,0,0,0    | 
101240 | 24,32   | 114890,114880,114900 | 114920,114910,114930 | 114950,114940,114960 | 114980,114970,114990 | 0.2     | 0,0,0,0    | 
101250 | 24,32   | 115010,115000,115020 | 115040,115030,115050 | 115070,115060,115080 | 115100,115090,115110 | 0.2     | 0,0,0,0    | 
101260 | 24,32   | 115130,115120,115140 | 115160,115150,115170 | 115190,115180,115200 | 115220,115210,115230 | 0.2     | 0,0,0,0    | 
101270 | 24,32   | 115250,115240,115260 | 115280,115270,115290 | 115310,115300,115320 | 115340,115330,115350 | 0.2     | 0,0,0,0    | 
101280 | 24,32   | 115370,115360,115380 | 115400,115390,115410 | 115430,115420,115440 | 115460,115450,115470 | 0.2     | 0,0,0,0    | 
101290 | 24,32   | 115490,115480,115500 | 115520,115510,115530 | 115550,115540,115560 | 115580,115570,115590 | 0.2     | 0,0,0,0    | 
101300 | 24,32   | 115610,115600,115620 | 115640,115630,115650 | 115670,115660,115680 | 115700,115690,115710 | 0.2     | 0,0,0,0    | 
101310 | 24,32   | 115730,115720,115740 | 115760,115750,115770 | 115790,115780,115800 | 115820,115810,115830 | 0.2     | 0,0,0,0    | 
101320 | 24,32   | 115850,115840,115860 | 115880,115870,115890 | 115910,115900,115920 | 115940,115930,115950 | 0.2     | 0,0,0,0    | 
101330 | 24,32   | 115970,115960,115980 | 116000,115990,116010 | 116030,116020,116040 | 116060,116050,116070 | 0.2     | 0,0,0,0    | 
101340 | 24,32   | 116090,116080,116100 | 116120,116110,116130 | 116150,116140,116160 | 116180,116170,116190 | 0.2     | 0,0,0,0    | 
101350 | 24,32   | 116210,116200,116220 | 116240,116230,116250 | 116270,116260,116280 | 116300,116290,116310 | 0.2     | 0,0,0,0    | 
101360 | 24,32   | 116330,116320,116340 | 116360,116350,116370 | 116390,116380,116400 | 116420,116410,116430 | 0.2     | 0,0,0,0    | 
101370 | 24,32   | 116450,116440,116460 | 116480,116470,116490 | 116510,116500,116520 | 116540,116530,116550 | 0.2     | 0,0,0,0    | 
101380 | 24,32   | 116570,116560,116580 | 116600,116590,116610 | 116630,116620,116640 | 116660,116650,116670 | 0.2     | 0,0,0,0    | 
101390 | 24,32   | 116690,116680,116700 | 116720,116710,116730 | 116750,116740,116760 | 116780,116770,116790 | 0.2     | 0,0,0,0    | 
101400 | 24,32   | 116810,116800,116820 | 116840,116830,116850 | 116870,116860,116880 | 116900,116890,116910 | 0.2     | 0,0,0,0    | 
101410 | 24,32   | 116930,116920,116940 | 116960,116950,116970 | 116990,116980,117000 | 117020,117010,117030 | 0.2     | 0,0,0,0    | 
101420 | 24,32   | 117050,117040,117060 | 117080,117070,117090 | 117110,117100,117120 | 117140,117130,117150 | 0.2     | 0,0,0,0    | 
101430 | 24,32   | 117170,117160,117180 | 117200,117190,117210 | 117230,117220,117240 | 117260,117250,117270 | 0.2     | 0,0,0,0    | 
101440 | 24,32   | 117290,117280,117300 | 117320,117310,117330 | 117350,117340,117360 | 117380,117370,117390 | 0.2     | 0,0,0,0    | 
101450 | 24,32   | 117410,117400,117420 | 117440,117430,117450 | 117470,117460,117480 | 117500,117490,117510 | 0.2     | 0,0,0,0    | 
101460 | 24,32   | 117530,117520,117540 | 117560,117550,117570 | 117590,117580,117600 | 117620,117610,117630 | 0.2     | 0,0,0,0    | 
101470 | 24,32   | 117650,117640,117660 | 117680,117670,117690 | 117710,117700,117720 | 117740,117730,117750 | 0.2     | 0,0,0,0    | 
101480 | 24,32   | 117770,117760,117780 | 117800,117790,117810 | 117830,117820,117840 | 117860,117850,117870 | 0.2     | 0,0,0,0    | 
101490 | 24,32   | 117890,117880,117900 | 117920,117910,117930 | 117950,117940,117960 | 117980,117970,117990 | 0.2     | 0,0,0,0    | 
101500 | 24,32   | 118010,118000,118020 | 118040,118030,118050 | 118070,118060,118080 | 118100,118090,118110 | 0.2     | 0,0,0,0    | 
101510 | 24,32   | 118130,118120,118140 | 118160,118150,118170 | 118190,118180,118200 | 118220,118210,118230 | 0.2     | 0,0,0,0    | 
101520 | 24,32   | 118250,118240,118260 | 118280,118270,118290 | 118310,118300,118320 | 118340,118330,118350 | 0.2     | 0,0,0,0    | 
101530 | 24,32   | 118370,118360,118380 | 118400,118390,118410 | 118430,118420,118440 | 118460,118450,118470 | 0.2     | 0,0,0,0    | 
101540 | 24,32   | 118490,118480,118500 | 118520,118510,118530 | 118550,118540,118560 | 118580,118570,118590 | 0.2     | 0,0,0,0    | 
101550 | 24,32   | 118610,118600,118620 | 118640,118630,118650 | 118670,118660,118680 | 118700,118690,118710 | 0.2     | 0,0,0,0    | 
101560 | 24,32   | 118730,118720,118740 | 118760,118750,118770 | 118790,118780,118800 | 118820,118810,118830 | 0.2     | 0,0,0,0    | 
101570 | 24,32   | 118850,118840,118860 | 118880,118870,118890 | 118910,118900,118920 | 118940,118930,118950 | 0.2     | 0,0,0,0    | 
101580 | 24,32   | 118970,118960,118980 | 119000,118990,119010 | 119030,119020,119040 | 119060,119050,119070 | 0.2     | 0,0,0,0    | 
101590 | 24,32   | 119090,119080,119100 | 119120,119110,119130 | 119150,119140,119160 | 119180,119170,119190 | 0.2     | 0,0,0,0    | 
101600 | 24,32   | 119210,119200,119220 | 119240,119230,119250 | 119270,119260,119280 | 119300,119290,119310 | 0.2     | 0,0,0,0    | 
101610 | 24,32   | 119330,119320,119340 | 119360,119350,119370 | 119390,119380,119400 | 119420,119410,119430 | 0.2     | 0,0,0,0    | 
101620 | 24,32   | 119450,119440,119460 | 119480,119470,119490 | 119510,119500,119520 | 119540,119530,119550 | 0.2     | 0,0,0,0    | 
101630 | 24,32   | 119570,119560,119580 | 119600,119590,119610 | 119630,119620,119640 | 119660,119650,119670 | 0.2     | 0,0,0,0    | 
101640 | 24,32   | 119690,119680,119700 | 119720,119710,119730 | 119750,119740,119760 | 119780,119770,119790 | 0.2     | 0,0,0,0    | 
101650 | 24,32   | 119810,119800,119820 | 119840,119830,119850 | 119870,119860,119880 | 119900,119890,119910 | 0.2     | 0,0,0,0    | 
101660 | 24,32   | 119930,119920,119940 | 119960,119950,119970 | 119990,119980,120000 | 120020,120010,120030 | 0.2     | 0,0,0,0    | 
101670 | 24,32   | 120050,120040,120060 | 120080,120070,120090 | 120110,120100,120120 | 120140,120130,120150 | 0.2     | 0,0,0,0    | 
101680 | 24,32   | 120170,120160,120180 | 120200,120190,120210 | 120230,120220,120240 | 120260,120250,120270 | 0.2     | 0,0,0,0    | 
101690 | 24,32   | 120290,120280,120300 | 120320,120310,120330 | 120350,120340,120360 | 120380,120370,120390 | 0.2     | 0,0,0,0    | 
101700 | 24,32   | 120410,120400,120420 | 120440,120430,120450 | 120470,120460,120480 | 120500,120490,120510 | 0.2     | 0,0,0,0    | 
101710 | 24,32   | 120530,120520,120540 | 120560,120550,120570 | 120590,120580,120600 | 120620,120610,120630 | 0.2     | 0,0,0,0    | 
101720 | 24,32   | 120650,120640,120660 | 120680,120670,120690 | 120710,120700,120720 | 120740,120730,120750 | 0.2     | 0,0,0,0    | 
101730 | 24,32   | 120770,120760,120780 | 120800,120790,120810 | 120830,120820,120840 | 120860,120850,120870 | 0.2     | 0,0,0,0    | 
101740 | 24,32   | 120890,120880,120900 | 120920,120910,120930 | 120950,120940,120960 | 120980,120970,120990 | 0.2     | 0,0,0,0    | 
101750 | 24,32   | 121010,121000,121020 | 121040,121030,121050 | 121070,121060,121080 | 121100,121090,121110 | 0.2     | 0,0,0,0    |
